4,02588
-1,17506
4,8968
-0,64509
-1,11286
-0,23095
0,181019999999998
9,64477
0,808540000000008
6,98704
-0,027030000000004
-2,57293
-0,531650000000013
-0,547609999999999
2,54431
-46,273
